name,text,label
51072794,喜欢：1、父母给我买奥特曼玩具。2，每周六奥特曼更新。3、父母陪我去玩。4、每周玩的半小时游戏。5，回家吃饭。无趣：1、做作业做到10点多2、写作业分心。3、每天都有听写和背书。4、生病回家没学知识，不会写作业。5、经常被别人说幼雅。,1
51072883,最有意思的地方：我家的院子，坐落于成都市武侯区果堰村一组，我时常与邻居在院坝里面打羽毛球捉蚂蚁、踢球。…那里有我的童年，我十分喜欢那里，最无趣的地方：北京，因为那里的东西我有一些吃不惯那里的特色美食，所以当时去旅游时有一点不好受。,1
51062229,有意思：和朋友吃饭聊天，和朋友见面，网上购物，放学回家，听歌，泡脚，睡觉，吃美食。没意思：每天跑操，揣测别人的心思，起床上学，遇见下雨天，下雨天没带伞,1
51063191,有意思：在于它的不可描述性，一种紧张，快节奏，是因为这些，我们才在生活中不断的去冒险、探索和追求，才会对未来憧憬，是对于未来的向往。无趣：三点一线的生活拼搏着，没有意义，看不到尽头的那一句“就好了”，陷于困境时的自我忧伤。,1
51058698,1、最有意思的地方在于每天都可以运动，使自己放松，让我感到身心愉悦，只要一踏入运动场就觉得浑身有使不完的力量2、最无趣的地方在于的背书，非常繁琐，并且内容还很多，让我感到无力，仿佛整个人都不好了，但又不得不去做还得做好。,1
51078102,有意思：1、学校，有朋友，心情开心；2、家，悠闲自在，无忧无虑，3、桥上，有许多新奇事，可以看到美丽的景象；4、桥下，桥下湿润的空气会让我感受到清静，桥下小河的哗哗声会让我的耳朵特别舒这，感觉很悦耳，5、天台，在这里我可以呼吸新鲜的空气，看得到我所看不到的景物，景色，不管是白天抑或是黑夜。无趣：工作的地方，会让我感到呼吸急促，闷热，喘不上气；风吧，吵闹，闷，空气不好；学校，听不太懂上课的内容，无聊；家，没事干时特别无聊，并不知道要干什么和需要干什么，顶楼，有一种压迫感，但说不上来,1
51059797,最有趣的：和朋友一起玩游戏，下象棋。在中午可以宁静地睡个午觉。解出一道很难的题。在空余时可以画一幅画。有人可以和我聊天。最无趣的：一个人没事干时，看一些非常文学的书。只有一个人在玩游戏。背一篇十分长的文章。看小说。,1
51060103,最有意思、莫过于日日新，苟日新，又日新。日日生长，天天学习，为学日益，亦与道合真为道日损。安排好生活中加法与减法。最无趣莫过于之滞学校，不得在新华岁月游览大好河山，赏良辰美景，品香茶美酒，享福果豆薪。,1
51060956,生活最有意思的地方应是有自己的独处环境，真我，在被外届不断法化，每个人披上假自我来搪塞真的自己，棱镜折射出的不是别人，而是自己。给自己独处的时间，来不断认识你自己。是无趣的就在虚假斗物上件，做一件事就认真做，如果不这样，那便没了意义,1
51062527,学习我喜欢的课程我很快乐，学习我不擅长的课程很无趣。晚上吃完饭实些零食到处走一起聊天很有意思，上晚自习班上的吵闹让人讨厌，周末放假可以玩手和玩游戏很有意思周天天返校上课让人无趣。,1
51058836,有趣：与关系较好的朋友游历。打游戏。旅游，昆虫学研究，力学研究。无趣：写作业，看电视、洗澡，骑自行车，坐地铁。,1
51075375,在我家附近有一个游戏机子，在每次周末的下午我都会去那里玩，在那里我有新的体验，让我非常快乐。最无趣的地方就是我父亲最喜欢钓鱼的河边，我每次父亲都让我跟他去，在那里我什么都干不了，只能发呆。,1
51060985,有意思：与朋友交流，学习新事物，吃一顿美食，享一时闲暇，在拼博中进步。无意思：漫无目的行走，毫无道理的取笑。,1
51073237,有意思的：来上学可以见到自己的好朋友，跑操的时候可以站到喜欢的队，每天在学校里吃八卦CP的时候都很快乐.在学校里的时候会有特别多有趣，新鲜的事，有的人哈哈大笑，周末的时候，那么跟着自己的好朋友一起出去玩，可以在家窝着看电视玩游戏吃零食，而且庄中这里有特别多的零食，吃一口都觉得幸福。他朋友连麦玩迷你世界的时候，很刺激，有一个幸福美满的家庭，父母都很爱我，还有一个哥哥，家里还养了很多小宠物。最无趣有时候是改错特别多的时候，心里还是崩溃的。父亲特别嘱咐说要听一下他的话，就可能会吵到起来，但是大多时候他你是很爱我的。,1
51077371,最无趣的地方就是人多的地方，人多就很吵，我比较喜欢安静的地方。人多的地方就让我感到不舒服，很乱无趣，有意思的地方就是在深山老林里的一个亭子里，没有人来打扰，很安静我干麻就干嘛，在林子里很幽静、空灵。,1
51077169,最有趣的不过于幽深人静赏曲，带领队员成功胜利，笑观世同百态，最无趣的不过于在繁闹处行走，缺风雅的言行。,1
51060001,最有意思的地方：1画漫画，玩游戏，和网上结交的朋友聊天2、吃我妈妈做的饭3撸猫，和猫猫一起睡觉4、最无趣的地方：1、和讨厌的人去上补习班2、待在现在的学校和班上人学习3、日常生活的日程安排太密集，几乎没有自己能自由安排的时间4、没机会去想去的地方5、现有的生活状态,1
51077333,在生活中最有意思的必须是在学校与同学相处的时光了，每天会遇到许多有意思的事情，大家一起学习一起讨论，一起思考问题。大家都没有看不起对方，都互相帮助，与同学相处可以很轻松。然后就是老师的课堂了，老师认真负责在一堂课积极准备，上课与同学们的互动非常多，课堂氛围很好，让人感到轻松，同时也可以学到很多知识，学习也不会拉下。老师对学生一视同仁，没有不平等对待学生。在家中父母知道我学习的压力，尽量地不会打扰到，我每天回家他们都会为我准备饭，我学习时都非常安静，并不随意地进入我房间，我实觉得，充实，没有无趣的地方,1
51078134,生活中我认为最有意思的是：1、与父母分享校园中发生的事2、练习我的爱好3、和朋友们交谈4、欣赏不同的风景。最无趣取的是：放学独自回家,1
51062503,人际交往让人感到有意思，人与人的分离，有开心有遗憾，让人情绪起伏，会开心会难过。最无趣：硬式化教育，让所有人都学一样的来选人好累，好无聊,1
51058756,最有意思的地方：与朋友在一起玩的时候，跳舞表演的时候，与同学一起讨论问题的时候，田径队训练的时候。最无趣的地方：独自一人在家，什么都做不了。独自一人写作业的时候，考试的时候。与家人到外面玩的时候,1
51062170,1、去到喜欢的城市旅游 2、品尝各种美食 3、去到各个地方拍照 4、练习舞蹈 5、看喜欢偶像的演唱会。1、重复做一件事情,1
51058812,有意思：家里，让人感到安心，温暖，能消除疲惫，没有担忧。无趣：,1
