name,text,label
51063191,"去年我：经历了失败与内耗，但向往未来。[SEP]明年我：在一个一本大学中,变得更厉害、更成熟的我。",0
51058698,"去年我：刚刚初三，第一次感到中考的压力，一系列莫名的紧张和担心以及焦虑涌上心头。[SEP]明年我：考进班前十，年级前200,体育各类比赛夺得前三，成绩和体育双收获，并且我的伤痛离开了我。",0
51076105,去年我：非常的乐观开朗，[SEP]明年我：非常的成熟稳重，,0
51059797,去年我：去爬了个山，很累但快乐着，这年领了600的红包[SEP]明年我：要和家人朋友出去游玩，成绩提升一个档次,0
51060103,去年我：准备中考，考上高中，学习一年读了不少书，思维变化不少。[SEP]明年我：读更多书，见更多人，学更多技能，自我自洽不断上升，如愿以偿，万事胜意。,0
51060956,去年我：自负骄傲[SEP]明年我：更加自负，更加骄傲,0
51062527,去年我：学习有些进步了，和朋友相处很开心的。[SEP]明年我：应该会交新朋友吧，应该很开心，,0
51058836,去年我：无知，愚蠢，内向，不爱收拾[SEP]明年我：成熟有爱，大度，包容。,0
51075375,去年我：在我学会骑自行车时拍下的照片，那是有多么的不简单啊！我不知道学自行车我摔了多少次跤。[SEP]明年我：我不知不觉时就长高了许多。我在成长的方面也从理事不懂到渐渐成熟。在家务方面我帮助了我父母很多小事。,0
51060985,去年我：在学业上有所不足，学习方法与效率有待提高[SEP]去年我：在学业上有所不足，学习方法与效率有待提高,0
51077371,去年我：矮小，担地小，内向，不怎么交往，也不怎说话，朋友少的可怜。[SEP]明年我：会有很多朋友，会考上一个好的学校好的高中，在班上我会很开心、开朗，成绩也会上涨，,0
51077169,去年我：自认优雅对人礼貌、对人谦让、不争不抱，对大事立场上之不懂得拒绝。[SEP]明年我：金榜题名，梦想成真，带着全新的自己奔向全新的未来,0
51060001,去年我：1、和现在的我没什么区别除了矮了点2、依旧喜欢画画，不喜欢和别人交往3、对学习的态度不端正，很懈怠[SEP]明年我：1.学习安排更紧张，我应该更设有时间去分配了2、我希望明年的我依旧能坚持自己的目标，坚持自己的意志，为生活和理想而努力，不为外物所影响，不轻易被打败能够坚持到底，即使生活不尽人意，也依旧能不迷失自己.,0
51077333,去年我：去年因为疫情的突发，改变了很多事，期末考试推迟，同字几乎一半都生病了，生活基本都戴口罩。虽然严重，但老师依然付出，带病给我们上网课，这让我十分感动。[SEP]明年我：即解中考了人生的第一次重要就折，我不知结果如何，但是我会十分努力并且享受这份努力，期待我最后的高走。,0
51078134,去年我：迷茫、不知所措、面对问题无法合理处理[SEP]明年我：坚定、勇敢、努力去达到目标，处理好每件事,0
51058756,"去年我：初二，在班上成绩很好，参加了运动会，荣获“最后一名”，但同学们没有嘲笑我，鼓励我""尽力就好"",[SEP]明年我：遇上合格考，英语没达标，高中生涯完蛋，大学希望渺茫。",0
51074562,去年我：我因一次小意外，未获得长跑第一名，现在想着，还是有少许的惋惜。[SEP]明年我：我要坚持练习长跑和排球，加入排球训练队，为校争光，得到荣耀。,0
51062170,去年我：在零步没有取得好成绩[SEP]明年我：进入自己理想的大学去到喜欢的专业跟朋友一起旅游。,0
51059773,去年我：去年我一直执着于我的学习，认为中考没有考好，没能和好朋友去到一个学校很伤心。[SEP]明年我：将过好当下，认真学习，在不同学校和好朋友一起努力，一起奋战高考，都进入一个好大学，,0
51075309,去年我：与家人去欢乐谷玩耍，让我体验我小时候因为身高限制而玩不了的项目，开心极了，在这段快乐的时光里我感到了无比的幸福和快乐[SEP]明年我：讨划家人们起去河南玩一次。,0
51060010,去年我：去年我身高184[SEP]明年我：明年我身高191,0
51058845,去年我：完成了令我又爱又恨的初中阶段，进行了自我反思和蜕变，成为了一个新的自我[SEP]明年我：1、迎来苦闷的高二时光2、祈愿生活平安，顺利,0
51075306,去年我：就这样吧，我的脚疼，这个好像挺好的，不过有点尬，算了吧，去看书咯，书还没有看完，边听音乐边看，就这样。[SEP]明年我：哦，挺好的，我真的有点累，不想了，想了之后就要直视它，之后就再想想最近发生了进什么，吐槽一下，把不开心都扔掉。,0
51059779,去年我：单纯，无忧无虑，想的不多，积极，向上，但控制不好自己的情绪.[SEP]明年我：要学会控制自己情绪，乐观，积极，控制自己的情绪波动,0
51062593,去年我：没什么太大变化，没那么紧张[SEP]明年我：1、上大学先摆烂一年。2、要开始赚钱,0
51061039,去年我：对未来充满着无限的渴望，对学习充满着好奇，对自己取得的一些成就感到自信。[SEP]明年我：对未来仍然会充满渴望，可我也会面临着高考的压力，可我仍会感到自信。,0
51073210,去年我：脸上止不住高兴[SEP]明年我：脸上止不住高兴,0
51076138,去年我：也帅[SEP]明年我：照样帅,0
51062509,去年我：朝气蓬勃.自由[SEP]明年我：不知道,0
51072779,去年我，是一个很菜，在田径上场上被拉很远的小孩[SEP]明年我：在同龄人里面没有人是我的对手，他们都跑不过我。,0
51073263,去年我：还是个小学生，爱好不多，学习保持。与班级中人保持良好。[SEP]明年我：便是初二生了。要学习更有难度的知识。,0
51073222,去年我，我和小学同学们十分快乐的玩耍，没有学习的压力，在班里名列前事，众星拱月。[SEP]明年我：我们的压力更大了，写不完的作业，知识更加深奥难懂，父母施加更多压力。,0
51058016,去年我：郁闷[SEP]明年我：一片光亮,0
51058809,去年我：陷入对考高中的焦虑中，担心自己不能达到自己的目标，事负了家人亲戚的厚望。[SEP]明年我：选高考的选科，希望自己能全身心投入备考，变得更自律，不要太焦虑，不要太累，身体变得好一些，快乐地学习和成长，享受奋斗又精彩的青春时光,0
