name,text,label
51075357,我听到两个人说话，有人提到我的名字，我的第一反应是：听听他们说的是什么，是在夸我还是在骂我[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：回忆以前的我是什么样的人[SEP]去年我：和平常一样，和小孩一样天真，喜欢玩手机[SEP]明年我：长高、变帅，成熟，以学习为主,1
51072833,我听到两个人说话，有人提到我的名字，我的第一反应是：抬头，看着对方。问一句“干啥！”[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我会拿着相册，回想很久很久。陷入思考回忆做法是否正确[SEP]去年我：讨厌吃肉，讨厌十分爱跟着我的人。学习一般，开朗活泼。[SEP]明年我：长高，学习提升，开朗，活泼。多和别人接触，多交朋友。,1
51063191,"我听到两个人说话，有人提到我的名字，我的第一反应是：我做错了什么事，成为八卦中心。[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：小时候哇哇学语，父亲母亲拉着我的手在曾经的地方。[SEP]去年我：经历了失败与内耗，但向往未来。[SEP]明年我：在一个一本大学中,变得更厉害、更成熟的我。",1
51058698,"我听到两个人说话，有人提到我的名字，我的第一反应是：谁在叫我，在说什么呢？我也要听[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我区运会跳高比赛，钉鞋的钉子直接刺进小腿并拉了三道长伤痕。[SEP]去年我：刚刚初三，第一次感到中考的压力，一系列莫名的紧张和担心以及焦虑涌上心头。[SEP]明年我：考进班前十，年级前200,体育各类比赛夺得前三，成绩和体育双收获，并且我的伤痛离开了我。",0
51076105,我听到两个人说话，有人提到我的名字，我的第一反应是：他们是不是在讨论我的什么秘密。要不要去问一下[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：小时候的我在过年时找亲戚要红包[SEP]去年我：非常的乐观开朗，[SEP]明年我：非常的成熟稳重，,0
51078102,我听到两个人说话，有人提到我的名字，我的第一反应是：停下手中的事，听听会说什么或看着他们，使用压迫感[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：一个小女孩，穿着洋装，拿着洋伞，扎起头发，面带微笑，正冲镜头看向未来的自己[SEP]去年我：会难过，会伤心，会对游戏爱不释手[SEP]明年我：一定要长高，一定要认真，一定要开心！,1
51059797,我听到两个人说话，有人提到我的名字，我的第一反应是：我难道有什么八卦？我现在是不是很好笑？[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：和朋友许多一起游戏，心情愉悦，十分怀念。没写作业被批评，在外罚站被拍照，羞愧难当，[SEP]去年我：去爬了个山，很累但快乐着，这年领了600的红包[SEP]明年我：要和家人朋友出去游玩，成绩提升一个档次,0
51060103,我听到两个人说话，有人提到我的名字，我的第一反应是：谈及我技能或学业某方面优点及不足。或批判言行优或劣，或邀请去向何地游玩等，[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我会回忆那段时光中所遇的人，所经历的事，想人现在在何处何地何模样了。记起事的乐欢悲忧。[SEP]去年我：准备中考，考上高中，学习一年读了不少书，思维变化不少。[SEP]明年我：读更多书，见更多人，学更多技能，自我自洽不断上升，如愿以偿，万事胜意。,0
51060956,我听到两个人说话，有人提到我的名字，我的第一反应是：他认识我，为什么[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：白天，小时候[SEP]去年我：自负骄傲[SEP]明年我：更加自负，更加骄傲,1
51062527,我听到两个人说话，有人提到我的名字，我的第一反应是：应该是夸奖我很优秀吧[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：初中时候和好朋友在一起快乐友好的回忆，但是再也回不去了，[SEP]去年我：学习有些进步了，和朋友相处很开心的。[SEP]明年我：应该会交新朋友吧，应该很开心，,0
51058836,我听到两个人说话，有人提到我的名字，我的第一反应是：倾听，理解对方所说之事，并对自己加以调整[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：我与亲人外出游玩，赏景[SEP]去年我：无知，愚蠢，内向，不爱收拾[SEP]明年我：成熟有爱，大度，包容。,0
51075375,我听到两个人说话，有人提到我的名字，我的第一反应是：我以为他们是在说我的坏话，也可能是在说我好的方面[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：在我幼小的时候，我的父母在我出生时的我拍下的幼小的我，我是多么感激我的父母对我的养育之恩[SEP]去年我：在我学会骑自行车时拍下的照片，那是有多么的不简单啊！我不知道学自行车我摔了多少次跤。[SEP]明年我：我不知不觉时就长高了许多。我在成长的方面也从理事不懂到渐渐成熟。在家务方面我帮助了我父母很多小事。,0
51060985,我听到两个人说话，有人提到我的名字，我的第一反应是：他们为什么说我？他们是谁[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：盛夏，笑容，母亲，快乐[SEP]去年我：在学业上有所不足，学习方法与效率有待提高[SEP]去年我：在学业上有所不足，学习方法与效率有待提高,1
51071511,我听到两个人说话，有人提到我的名字，我的第一反应是：在说我的样子怪吗？在骂我吗？在造我谣吗？他们认识我吗？我惹到他们了吗？[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印深刻的场景：在植物园与父亲发生争执，父亲一气之下将我手中的物品全摔碎，回家时父亲一直在说我。[SEP]去年我：在同学、老师、朋友的关心照料下逐渐变的开朗，不再有过激行为，也能投入学习，我与同学朝夕相处的目子。[SEP]明年我：成绩一落千丈，父母着急，我感到内疚、自卑、想哭，不想再拖班级后腿，不想成为父母的拖油瓶，以后父母不再关心我，浪费自身的精力。,1
51073237,我听到两个人说话，有人提到我的名字，我的第一反应是：还说我坏话，你看那个女生……[SEP]当我翻阅一本相册时，我看到一张自己的照片，让我回想起那个令我印象深刻的场景：在那里段发小一起玩，特别开心，[SEP]去年我：还在跟小学回学打打闹闹，哈哈大笑[SEP]明年我：自目标有愿里有快乐,0
