name,text,label
51063203,想死、失眠、无助、想杀人、觉得好累,0
51072844,开心，紧张，对未来充满了期待，自由的。,0
51062485,有些累，有些期待，有点混，思考,0
51058046,充实，开心愉悦，目标明确，有期望，努力学习,0
51074485,开心，迷茫，累，兴奋。,0
51058689,有精神，爱吃饭，盼望周末，想长高，想打游戏。,0
51058692,1.开心2.良好3.不焦虑4.小慌(因要开家长会),0
51058695,未曾改变，无聊，乐观，悲痛，心怀希望,0
51058698,1、愉悦2、注意力不太集中3、神情恍忽4、对于学习很执着5、兴奋,0
51058701,困倦、常发呆、想家、周期性失落、压力大,0
51058707,想睡觉，状态不好，阳光向上，疯疯癫癫，心烦意乱。,0
51058710,疲倦，充实，烦躁，快乐，忧愁，困倦，困惑，思家。,0
51058713,无聊忙碌，有些累，无趣，每天教学楼，食堂宿舍3点一线,0
51058716,放松，平静，充实，热爱生活，努力学习。,0
51077148,期待，因为有小考试，但是并不是很紧张。开心，很容易困，高兴，盼望着过年。,0
51058719,一般，热情不足，还行，学习不认真，玩得开心,0
51077151,积极乐观、勤奋好学，乐于助人，专注认真，开心，快乐，,0
51058725,开心，焦虑，自信，困，往实，想打羽毛球，很幸福,0
51077157,自信、积极向上，高兴，乐观，随时可以迎接新的挑战，严谨,0
51058730,疲备，因乏，迷茫，也在寻找提高成绩方法，不过没什么好点子。,0
51077163,快乐但不自律，自信焦虑，仅面对考试不够努力。,0
51077166,快乐，精力充沛，热爱学习，愉快，活泼开朗，乐观和积极，坚持不懈。不放弃，充满希望。,0
51077169,自信、茫然、干劲十足、多次运气逆天、多愁善感,0
51077172,1、勤奋2、快3、紧张4、愉悦轻松5、疲劳,0
51058742,兴奋，满足，困倦，放松难受,0
51058745,疲惫倒霉有些焦虑，能吃能睡，心情一般，对未来有期望,0
51077178,积极乐观，开心幸福坚持不懈,0
51058748,学习压力大、幸福快乐、乐观、积极、活力满满,0
51077181,焦虑，后怕，累、充实、压力,0
51058750,1、乐观开朗2、精神抖擞3、悲喜交加4、认真学习ing5、要努力练习乒乓球,0
51077184,轻松愉快，有时会担心学习成绩，积极乐观，想快点好起表来去全段，周末有些懒散。,0
51058753,高兴、摸鱼、兴奋、有点焦虑、乐观,0
51077187,乐观、积极、懒散、幽默、自信,0
51058756,游手好闲，积极乐观，以耍帅为乐，早睡早起，勤学苦练,0
51077190,1、积极向上2、乐观开朗3.迎刃而解4.受欢迎5.关系融洽,0
51058759,摆烂、勤快、焦虑、中二、快乐,0
51077193,很好，很轻松，很满意，没有不顺心的事发生，所有我认为的困难被解决,0
51077196,开朗乐观。积极向上。注意力集中。不再逃避困难的事。自信大方。,0
51058765,自信，对未来充满希望，积极向上，感到一切比较顺利。没有多消极想法。,0
51077199,开心，积极，乐观、向上、活跃、认真严格做事自律,0
51077202,开心，充实，担心，积极，粗心,0
51058771,精神状态良好，乐观，有时自责，有时矛盾，放平心态,0
51077205,平静，放纵，满足，打瞌睡，积极,0
51058774,快乐、担忧、逃茫、上下起伏、兴奋,0
